CUSTOMER_ORDER_ID,CUSTOMER_ID,ORDER_DATE_TM,PRODUCT_ID,QUANTITY
349,3,"Jul 5, 2022 10:39AM",2,170
350,2,"Jan 11, 2022 6:50AM",4,140
351,6,"Jun 6, 2022 8:49PM",12,10
352,9,"Apr 14, 2022 6:54PM",1,130
353,4,"Feb 28, 2022 7:09PM",12,20
354,3,"Apr 26, 2022 8:33PM",3,100
355,7,"Sep 28, 2022 12:49AM",14,90
356,5,"Dec 6, 2022 4:04AM",4,90
357,10,"Jul 22, 2022 5:46PM",9,60
358,9,"Jan 2, 2022 1:59AM",6,170
359,3,"Jun 14, 2022 10:11AM",4,80
360,6,"Oct 23, 2022 6:47PM",11,170
361,2,"Mar 26, 2022 5:01AM",11,120
362,9,"Aug 6, 2022 6:11AM",1,10
363,7,"Jan 16, 2022 4:42PM",15,60
364,10,"Oct 6, 2022 9:08AM",9,180
365,10,"Mar 27, 2022 4:19PM",3,50
366,8,"Jun 26, 2022 6:15AM",11,180
367,10,"Apr 6, 2022 8:38AM",3,80
368,10,"Mar 7, 2022 2:20PM",13,200
369,7,"Feb 7, 2022 12:54PM",6,100
370,5,"Mar 23, 2022 12:34AM",6,140
371,6,"Oct 2, 2022 9:02PM",9,20
372,8,"Aug 1, 2022 5:44AM",2,90
373,10,"Oct 4, 2022 10:12PM",13,180
374,7,"Nov 29, 2022 2:06AM",14,140
375,5,"Jan 19, 2022 5:51AM",11,120
376,6,"May 2, 2022 7:11AM",11,180
377,4,"Apr 28, 2022 5:42PM",4,40
378,9,"Dec 27, 2022 9:10PM",14,130
379,4,"Aug 17, 2022 12:25PM",3,40
380,4,"Jun 3, 2022 5:41AM",10,200
381,8,"Aug 28, 2022 6:37PM",5,40
382,6,"Oct 20, 2022 6:11AM",13,60
383,10,"Dec 1, 2022 9:59AM",11,110
384,4,"Jun 21, 2022 3:21AM",10,170
385,3,"May 13, 2022 8:04AM",7,60
386,4,"Jan 24, 2022 8:00PM",10,180
387,9,"Jul 13, 2022 12:48PM",13,30
388,6,"Mar 16, 2022 7:11AM",9,20
389,2,"Mar 1, 2022 9:22AM",4,40
390,7,"Sep 5, 2022 9:38PM",3,160
391,10,"Jul 3, 2022 4:40PM",13,170
392,8,"Dec 24, 2022 9:26AM",5,70
393,4,"Sep 13, 2022 10:11AM",9,180
394,7,"Jun 23, 2022 10:44AM",9,200
395,9,"May 2, 2022 9:47PM",7,20
396,3,"Dec 16, 2022 10:51PM",15,200
397,5,"Jul 2, 2022 12:31PM",11,80
398,5,"May 29, 2022 7:41PM",13,90
399,3,"Aug 6, 2022 11:44AM",1,140
400,10,"Sep 10, 2022 8:23AM",7,10
401,7,"Nov 28, 2022 6:43AM",13,180
402,8,"Feb 25, 2022 6:08PM",8,160
403,10,"Mar 15, 2022 12:22PM",2,50
404,6,"Nov 11, 2022 12:24AM",8,170
405,8,"Sep 5, 2022 12:41PM",1,20
406,10,"Feb 27, 2022 3:41AM",12,110
407,8,"Dec 29, 2022 7:35PM",3,160
408,8,"Mar 23, 2022 8:20AM",11,120
409,4,"Oct 17, 2022 9:52PM",11,70
410,2,"Feb 5, 2022 8:31PM",4,10
411,3,"Aug 3, 2022 11:53AM",4,140
412,7,"Apr 27, 2022 8:12AM",1,150
413,4,"Oct 19, 2022 11:21AM",4,140
414,10,"Apr 21, 2022 2:49PM",1,30
415,10,"Oct 18, 2022 9:37AM",5,40
416,6,"Mar 14, 2022 2:07PM",3,80
417,6,"Oct 28, 2022 5:40AM",7,70
418,7,"Aug 28, 2022 8:41PM",10,130
419,6,"Jul 15, 2022 5:15AM",8,40
420,9,"Dec 29, 2022 5:44AM",10,60
421,7,"Nov 5, 2022 10:51AM",15,90
422,6,"Dec 30, 2022 8:37AM",12,90
423,4,"Feb 3, 2022 4:29PM",7,60
424,5,"Apr 9, 2022 4:51AM",10,80
425,7,"Feb 8, 2022 4:20PM",4,90
426,5,"Jan 13, 2022 3:18AM",4,180
427,10,"Jan 19, 2022 4:17PM",3,90
428,4,"Jan 8, 2022 10:27AM",4,110
429,7,"Feb 4, 2022 11:26PM",15,140
430,7,"Feb 10, 2022 3:35AM",5,30
431,5,"Oct 29, 2022 8:14PM",6,80
432,4,"Oct 14, 2022 3:28PM",8,180
433,5,"Nov 23, 2022 8:27PM",5,80
434,2,"Mar 28, 2022 2:54PM",13,90
435,2,"Mar 1, 2022 2:22AM",4,120
436,10,"May 1, 2022 5:32PM",1,40
437,2,"Dec 10, 2022 11:16AM",2,130
438,9,"Jan 26, 2022 1:07PM",15,110
439,2,"Mar 27, 2022 3:59AM",14,50
440,10,"Feb 8, 2022 6:18AM",5,100
441,2,"Oct 8, 2022 4:54PM",8,200
442,5,"Mar 26, 2022 6:58AM",2,90
443,5,"May 28, 2022 2:27AM",4,60
444,2,"Nov 29, 2022 12:44PM",3,90
445,6,"Sep 29, 2022 2:25AM",12,180
446,6,"Nov 5, 2022 9:11AM",15,20
447,3,"Jul 20, 2022 12:20PM",8,20
448,6,"May 6, 2022 11:13AM",5,50
449,7,"Nov 13, 2022 5:32PM",13,120
450,6,"Sep 10, 2022 6:00PM",5,10
451,3,"Feb 24, 2022 12:02PM",11,140
452,9,"May 1, 2022 5:10PM",10,160
453,8,"Jul 21, 2022 4:16AM",4,90
454,10,"Jul 24, 2022 9:51AM",9,170
455,4,"Apr 10, 2022 4:53PM",12,60
456,5,"Feb 11, 2022 4:05PM",1,110
457,10,"May 24, 2022 11:46PM",12,40
458,10,"May 5, 2022 6:24AM",13,20
459,3,"Jan 11, 2022 9:46PM",11,120
460,7,"Sep 17, 2022 11:07AM",5,50
461,5,"Nov 5, 2022 2:55PM",3,80
462,2,"Dec 24, 2022 8:48PM",12,190
463,4,"Aug 19, 2022 4:08AM",3,100
464,4,"Apr 24, 2022 6:12PM",6,20
465,9,"Jan 8, 2022 7:11AM",2,100
466,5,"Sep 12, 2022 2:05PM",13,70
467,9,"Nov 3, 2022 9:09PM",3,100
468,9,"May 11, 2022 4:02AM",6,70
469,9,"Mar 7, 2022 3:42AM",1,110
470,5,"Nov 19, 2022 1:44PM",10,20
471,5,"Feb 10, 2022 9:36AM",9,60
472,5,"Jul 21, 2022 10:43PM",10,90
473,4,"Sep 1, 2022 5:25PM",11,10
474,2,"Dec 22, 2022 9:17AM",15,10
475,2,"Jul 26, 2022 2:58PM",15,160
476,7,"Nov 19, 2022 6:20AM",10,190
477,4,"May 5, 2022 4:22AM",11,40
478,6,"Jun 6, 2022 10:20AM",3,90
479,9,"Jul 29, 2022 11:25AM",4,180
480,6,"Jun 1, 2022 11:33PM",5,50
481,7,"Apr 18, 2022 2:07PM",14,110
482,8,"Sep 3, 2022 3:21AM",1,60
483,3,"Sep 30, 2022 3:05AM",2,190
484,3,"Nov 9, 2022 4:52PM",15,150
485,3,"Jun 11, 2022 3:08AM",10,40
486,2,"Oct 31, 2022 5:12AM",12,130
487,3,"Aug 11, 2022 10:27PM",13,90
488,5,"Oct 25, 2022 2:37PM",14,160
489,4,"Aug 23, 2022 8:35AM",2,50
490,5,"May 18, 2022 1:13PM",15,140
491,3,"Nov 5, 2022 11:01AM",2,180
492,8,"Feb 13, 2022 5:52AM",11,20
493,9,"Oct 13, 2022 10:02PM",1,160
494,4,"Aug 14, 2022 5:20AM",6,190
495,4,"Jul 6, 2022 12:19AM",6,140
496,6,"Dec 31, 2022 10:12AM",10,170
497,2,"Sep 6, 2022 5:21PM",2,150
498,6,"Aug 3, 2022 5:42PM",12,120
499,4,"May 28, 2022 11:45AM",8,90
500,9,"Apr 11, 2022 7:56PM",10,170
501,2,"Oct 12, 2022 3:18AM",2,100
502,3,"Aug 31, 2022 10:44PM",7,10
503,6,"Aug 12, 2022 2:28PM",10,120
504,4,"Jan 8, 2022 11:13PM",2,180
505,8,"Feb 3, 2022 4:18PM",9,140
506,2,"Mar 31, 2022 9:39AM",2,50
507,3,"Mar 29, 2022 10:16PM",11,60
508,8,"Dec 4, 2022 10:48AM",13,120
509,9,"Mar 26, 2022 8:23PM",10,50
510,8,"Aug 11, 2022 5:26PM",6,30
511,7,"Aug 5, 2022 10:13AM",1,80
512,7,"Apr 19, 2022 3:46AM",15,180
513,7,"Apr 12, 2022 7:55AM",10,70
514,6,"Feb 21, 2022 12:46PM",11,70
515,8,"Feb 5, 2022 2:16PM",8,50
516,3,"Dec 19, 2022 11:22PM",7,160
517,2,"May 27, 2022 3:47PM",15,20
518,7,"Nov 20, 2022 3:10PM",2,80
519,9,"Mar 14, 2022 10:46AM",14,180
520,3,"Nov 30, 2022 10:50PM",8,90
521,4,"Feb 1, 2022 6:45PM",10,200
522,4,"Aug 11, 2022 8:45PM",14,180
523,2,"Mar 8, 2022 7:48PM",15,30
524,10,"Sep 26, 2022 11:53AM",11,130
525,4,"Sep 27, 2022 5:31PM",3,130
526,6,"Oct 28, 2022 4:18PM",14,140
527,9,"Aug 5, 2022 7:57PM",15,90
528,10,"Mar 7, 2022 9:49PM",9,60
529,8,"Aug 25, 2022 6:04PM",8,200
530,3,"Jul 31, 2022 11:27AM",12,190
531,5,"Jul 23, 2022 6:32PM",9,160
532,6,"May 24, 2022 7:06AM",6,160
533,2,"Apr 11, 2022 8:29AM",10,20
534,6,"Aug 3, 2022 3:36PM",14,120
535,5,"Jan 28, 2022 3:40PM",13,120
536,4,"Jul 9, 2022 6:53AM",6,200
537,7,"Nov 26, 2022 12:46AM",9,200
538,5,"Jul 16, 2022 10:56AM",6,190
539,6,"Mar 14, 2022 10:41PM",15,120
540,4,"Mar 13, 2022 11:13AM",5,70
541,9,"Aug 3, 2022 11:54AM",14,150
542,10,"Sep 15, 2022 10:31PM",11,40
543,9,"Jan 6, 2022 7:50AM",9,100
544,9,"Feb 19, 2022 10:39PM",6,60
545,10,"Jan 18, 2022 12:34PM",6,10
546,9,"Apr 18, 2022 4:58AM",11,90
547,9,"Nov 27, 2022 4:36AM",14,130
548,8,"Mar 2, 2022 8:32PM",11,10
549,9,"Nov 12, 2022 1:42AM",3,190
550,3,"Dec 28, 2022 6:28PM",5,60
551,5,"Apr 20, 2022 9:39PM",3,140
552,4,"Mar 27, 2022 10:56AM",11,170
553,5,"Jul 2, 2022 8:31AM",11,30
554,9,"Apr 2, 2022 5:44AM",15,20
555,9,"Sep 21, 2022 4:14AM",10,40
556,9,"Jun 8, 2022 12:40PM",14,180
557,6,"Sep 13, 2022 12:23PM",3,50
558,10,"Nov 7, 2022 7:26AM",9,70
