CUSTOMER_ID,ORDER_DATE_TM,PRODUCT_ID,QUANTITY,RUSH_SHIP
10,2022-03-10 02:23:52,4,130,0
3,2022-12-26 08:41:18,1,50,0
7,2022-03-20 11:40:11,9,180,0
10,2022-09-20 01:07:15,14,150,0
3,2022-03-05 19:15:22,6,50,0
2,2022-05-09 21:28:46,8,110,1
5,2022-05-16 07:28:10,3,30,1
7,2022-08-08 13:19:29,7,80,0
6,2022-10-27 14:20:28,14,160,0
5,2022-02-24 09:59:37,1,150,0
3,2022-04-19 08:16:39,7,160,0
6,2022-04-14 03:44:35,3,20,0
8,2022-12-22 06:55:14,13,30,0
2,2022-07-15 19:40:32,8,180,0
8,2022-06-26 16:35:45,6,110,0
9,2022-06-25 15:47:39,1,30,0
4,2022-11-09 11:01:01,5,10,0
8,2022-07-25 11:51:56,15,130,0
6,2022-06-27 01:53:03,13,120,0
2,2022-01-18 22:02:58,14,20,0
7,2022-10-30 14:53:21,11,190,0
6,2022-04-01 04:36:35,1,140,0
2,2022-02-02 08:11:00,6,10,0
4,2022-02-24 23:55:59,6,90,0
6,2022-08-28 17:03:38,3,70,0
7,2022-12-24 08:48:11,12,120,0
6,2022-01-29 08:50:01,3,60,0
3,2022-08-16 05:30:11,7,40,0
10,2022-10-22 20:09:58,7,100,0
3,2022-09-25 21:58:31,4,50,0
9,2022-12-05 00:58:45,15,50,0
8,2022-12-30 19:05:27,2,40,0
3,2022-04-13 22:47:58,6,50,0
7,2022-05-24 04:34:06,15,180,0
8,2022-01-08 14:54:33,9,90,0
5,2022-04-04 08:00:59,10,90,0
9,2022-07-20 23:31:19,14,80,0
4,2022-05-13 11:32:51,10,150,1
8,2022-12-01 22:18:55,15,200,0
5,2022-06-13 14:29:06,3,160,0
5,2022-08-19 00:39:27,8,90,0
9,2022-07-27 01:23:15,7,10,0
4,2022-09-13 01:52:17,7,10,0
4,2022-04-06 09:15:27,5,30,0
2,2022-08-24 11:59:39,14,130,0
4,2022-09-08 11:36:45,12,110,0
8,2022-01-10 00:40:37,4,10,0
4,2022-11-01 16:55:10,4,100,0
6,2022-09-19 10:39:44,2,70,0
8,2022-10-06 13:56:36,4,110,0
4,2022-04-11 03:51:48,9,10,0
9,2022-12-03 21:18:50,9,140,0
2,2022-08-24 21:28:54,9,190,0
7,2022-12-16 09:04:33,7,20,0
8,2022-06-05 03:00:53,9,70,0
9,2022-05-23 11:46:54,12,150,0
4,2022-06-11 10:51:30,10,10,0
8,2022-09-13 07:19:55,3,120,0
7,2022-04-29 04:08:12,8,140,0
5,2022-09-28 11:15:54,12,40,0
5,2022-10-12 20:43:25,13,100,0
9,2022-06-20 06:50:02,7,190,0
4,2022-10-30 21:02:05,2,180,0
10,2022-07-28 15:55:56,1,50,0
2,2022-10-27 21:06:57,3,50,0
4,2022-10-29 03:54:40,7,80,0
8,2022-11-11 22:52:29,11,10,0
3,2022-02-22 04:10:10,3,20,0
10,2022-07-15 04:48:43,6,130,0
4,2022-11-30 18:19:32,5,40,0
8,2022-05-28 06:42:18,6,70,1
7,2022-05-15 07:18:09,3,90,0
4,2022-12-03 05:28:17,9,160,1
7,2022-03-20 19:17:14,10,40,0
2,2022-01-15 22:35:22,13,70,0
3,2022-11-22 14:01:59,10,20,0
9,2022-06-19 16:52:34,1,20,0
5,2022-07-10 12:03:34,4,150,0
10,2022-09-18 20:02:58,14,10,0
9,2022-07-22 08:49:30,9,150,0
7,2022-06-07 08:04:02,10,100,0
7,2022-07-04 22:39:25,8,70,0
4,2022-01-12 16:38:19,1,40,0
3,2022-09-16 07:59:35,4,40,0
6,2022-10-21 05:34:33,4,100,0
7,2022-01-05 14:22:10,9,60,0
8,2022-05-15 10:59:12,12,50,0
5,2022-07-25 09:25:25,2,100,0
4,2022-07-13 23:15:17,13,200,0
3,2022-09-14 18:09:36,11,190,0
8,2022-03-28 10:40:52,14,20,0
9,2022-04-28 18:59:59,12,50,1
9,2022-07-31 14:18:41,15,20,1
4,2022-04-14 04:33:51,2,150,0
6,2022-07-18 02:28:30,2,120,0
9,2022-06-28 22:25:46,11,70,0
10,2022-02-09 08:36:27,14,200,0
7,2022-01-29 14:11:37,2,90,0
7,2022-11-01 08:35:55,12,20,0
5,2022-04-13 22:14:41,6,70,0
7,2022-03-22 14:02:08,9,80,0
5,2022-08-09 17:47:50,5,80,0
9,2022-10-11 11:14:10,2,120,0
10,2022-01-09 17:52:02,15,140,0
10,2022-09-02 09:11:53,4,60,0
4,2022-06-01 02:30:05,15,120,0
7,2022-03-05 02:59:24,12,110,0
9,2022-12-26 09:27:11,8,60,0
2,2022-09-24 07:54:05,14,200,0
10,2022-10-24 22:10:42,10,80,0
10,2022-09-29 22:09:25,7,130,0
7,2022-10-10 10:11:51,12,10,0
5,2022-05-01 14:06:25,2,100,0
7,2022-10-19 04:10:06,8,140,0
8,2022-06-16 02:06:41,1,160,0
8,2022-03-07 02:31:34,8,70,0
3,2022-01-18 05:53:51,8,170,0
2,2022-07-18 08:46:05,11,100,0
3,2022-04-12 17:47:05,7,130,0
8,2022-03-07 21:36:33,10,70,0
9,2022-02-15 16:33:41,10,110,0
9,2022-08-06 08:50:14,12,130,0
6,2022-04-03 17:46:06,11,140,0
7,2022-12-12 18:34:36,3,60,0
4,2022-12-08 18:42:24,3,110,0
7,2022-08-08 15:15:45,12,40,0
9,2022-03-09 18:04:44,5,120,0
7,2022-03-14 14:37:02,2,80,0
8,2022-05-16 12:54:19,3,190,0
2,2022-06-29 18:01:41,15,100,0
7,2022-06-18 21:33:52,3,140,0
10,2022-11-20 01:13:38,2,40,0
10,2022-09-30 07:49:43,15,70,0
7,2022-06-18 03:11:18,9,10,0
9,2022-04-24 18:10:09,1,40,0
6,2022-05-13 16:14:52,3,40,0
3,2022-03-09 03:50:34,15,40,0
6,2022-01-01 03:13:34,1,40,0
10,2022-12-24 01:39:35,6,100,0
8,2022-03-12 10:01:15,5,180,0
10,2022-07-21 14:41:23,14,50,0
8,2022-12-01 14:53:20,5,190,0
2,2022-12-30 23:44:23,11,160,1
6,2022-07-24 08:50:48,9,140,0
7,2022-03-31 05:38:25,8,40,0
6,2022-12-22 17:43:46,4,150,0
3,2022-12-18 15:02:23,11,90,0
7,2022-05-14 02:00:57,12,50,0
9,2022-05-27 01:28:22,15,130,0
6,2022-01-13 04:35:54,4,20,0
10,2022-10-24 01:23:06,2,170,0
5,2022-09-10 09:51:47,8,110,0
2,2022-08-18 14:17:22,6,60,0
6,2022-10-21 13:47:17,1,170,0
4,2022-04-01 03:23:43,2,110,0
2,2022-06-26 11:36:59,12,180,0
10,2022-10-23 14:04:43,2,160,0
6,2022-01-19 04:28:07,12,160,0
9,2022-03-13 13:03:44,15,180,0
2,2022-01-05 16:09:03,10,100,0
6,2022-02-15 09:25:02,15,50,0
4,2022-07-07 16:41:42,1,40,0
10,2022-08-22 09:08:29,5,150,0
8,2022-02-24 23:51:40,10,90,0
3,2022-11-09 05:59:16,5,200,0
8,2022-09-18 08:43:45,5,50,0
10,2022-05-23 09:50:08,13,160,0
4,2022-02-14 18:49:03,7,120,0
4,2022-11-10 16:44:41,9,200,0
4,2022-04-27 12:25:31,12,90,0
4,2022-04-07 04:47:16,1,10,0
6,2022-06-02 16:32:08,5,50,0
2,2022-04-07 05:24:01,13,80,1
2,2022-09-13 00:00:20,12,50,0
4,2022-12-07 01:40:37,6,200,0
4,2022-09-06 10:52:40,9,100,0
9,2022-07-09 17:05:46,8,170,0
10,2022-07-24 09:04:36,4,80,0
8,2022-01-20 12:51:55,12,110,0
7,2022-01-26 07:59:20,9,140,0
10,2022-08-31 06:14:06,10,130,0
4,2022-09-21 04:33:58,6,80,0
9,2022-10-18 13:42:26,10,30,0
8,2022-11-29 12:17:47,9,40,0
2,2022-10-15 10:19:55,2,190,0
10,2022-05-21 23:44:05,13,150,0
3,2022-04-01 16:18:19,6,90,0
7,2022-06-22 03:20:40,13,70,0
9,2022-11-16 18:02:30,5,120,0
7,2022-01-23 21:20:22,10,90,0
4,2022-02-10 02:05:08,5,120,0
2,2022-02-23 04:01:39,11,10,0
4,2022-11-19 13:08:14,13,80,0
9,2022-03-25 03:24:46,15,190,0
3,2022-12-30 15:45:55,10,30,0
10,2022-09-27 08:58:41,2,140,0
9,2022-01-27 21:39:31,5,200,1
7,2022-09-05 13:11:35,7,200,0
8,2022-03-12 09:42:07,4,80,0
9,2022-06-25 02:14:28,10,120,0
8,2022-09-24 19:50:55,1,160,0
3,2022-04-06 23:09:09,11,80,0
9,2022-01-02 07:12:16,12,180,0
7,2022-04-15 07:52:07,15,200,0
2,2022-11-21 07:40:37,4,130,0
10,2022-11-01 13:17:11,8,200,0
2,2022-12-24 11:05:40,4,200,0
7,2022-05-11 22:11:06,9,130,0
3,2022-01-19 20:44:04,6,150,0
6,2022-11-22 13:18:51,7,90,0
8,2022-11-21 16:42:06,13,170,0
4,2022-12-29 09:28:10,10,80,0
5,2022-05-20 22:44:21,14,170,0
3,2022-12-09 23:57:39,11,100,0
7,2022-05-07 01:22:31,15,40,0
3,2022-02-25 19:57:58,14,60,0
4,2022-04-03 21:03:56,1,50,0
6,2022-04-28 14:12:32,5,120,0
7,2022-04-19 18:45:25,2,110,0
2,2022-08-28 09:31:05,7,20,0
5,2022-09-18 19:56:47,8,50,0
6,2022-09-20 04:09:48,7,200,0
4,2022-03-15 10:01:36,7,150,0
8,2022-03-11 22:26:03,13,70,0
9,2022-08-30 12:29:04,14,60,0
8,2022-12-16 09:59:43,13,150,0
4,2022-12-15 19:28:29,11,80,0
6,2022-12-05 22:02:35,7,180,0
4,2022-08-04 02:31:26,6,90,0
8,2022-01-08 07:39:23,10,110,0
2,2022-02-03 21:09:44,7,130,0
8,2022-06-28 22:02:39,15,140,0
9,2022-06-23 07:38:10,7,20,0
6,2022-09-05 03:23:07,4,10,0
10,2022-02-06 05:22:11,12,30,0
5,2022-03-20 15:35:22,4,40,0
3,2022-08-19 21:19:29,2,10,0
2,2022-09-20 09:05:31,8,10,0
2,2022-06-03 18:21:45,2,160,0
9,2022-05-29 11:05:53,10,10,0
4,2022-01-13 00:59:38,10,170,0
2,2022-07-23 17:48:26,8,100,0
4,2022-06-30 01:12:17,12,200,0
2,2022-02-06 08:57:01,9,200,0
8,2022-08-05 07:36:30,12,140,0
4,2022-08-31 22:42:14,3,90,0
10,2022-02-07 09:39:42,3,30,0
7,2022-08-09 11:36:34,15,70,0
4,2022-09-25 04:01:54,14,80,1
10,2022-01-27 13:45:06,10,60,1
10,2022-01-18 05:45:48,8,120,0
10,2022-01-27 23:43:46,13,50,0
4,2022-06-10 06:32:13,14,50,0
3,2022-10-22 19:12:47,15,80,0
7,2022-10-17 23:08:32,3,20,0
10,2022-06-05 04:30:46,7,70,0
10,2022-08-05 11:36:21,11,110,0
2,2022-10-28 14:16:39,5,10,0
10,2022-01-13 14:24:30,10,170,0
10,2022-08-06 07:51:08,13,140,0
9,2022-04-06 17:13:36,13,170,0
3,2022-07-05 10:39:41,2,170,0
2,2022-01-11 06:50:47,4,140,0
6,2022-06-06 20:49:49,12,10,0
9,2022-04-14 18:54:54,1,130,0
4,2022-02-28 19:09:56,12,20,0
3,2022-04-26 20:33:27,3,100,0
7,2022-09-28 00:49:40,14,90,0
5,2022-12-06 04:04:15,4,90,0
10,2022-07-22 17:46:47,9,60,0
9,2022-01-02 01:59:03,6,170,0
3,2022-06-14 10:11:39,4,80,0
6,2022-10-23 18:47:46,11,170,1
2,2022-03-26 05:01:42,11,120,0
9,2022-08-06 06:11:30,1,10,0
7,2022-01-16 16:42:44,15,60,0
10,2022-10-06 09:08:36,9,180,0
10,2022-03-27 16:19:39,3,50,0
8,2022-06-26 06:15:32,11,180,0
10,2022-04-06 08:38:07,3,80,0
10,2022-03-07 14:20:18,13,200,0
7,2022-02-07 12:54:45,6,100,0
5,2022-03-23 00:34:00,6,140,0
6,2022-10-02 21:02:54,9,20,0
8,2022-08-01 05:44:53,2,90,0
10,2022-10-04 22:12:44,13,180,1
7,2022-11-29 02:06:05,14,140,0
5,2022-01-19 05:51:51,11,120,0
6,2022-05-02 07:11:51,11,180,0
4,2022-04-28 17:42:51,4,40,0
9,2022-12-27 21:10:09,14,130,0
4,2022-08-17 12:25:46,3,40,0
4,2022-06-03 05:41:50,10,200,0
8,2022-08-28 18:37:41,5,40,0
6,2022-10-20 06:11:10,13,60,0
10,2022-12-01 09:59:41,11,110,0
4,2022-06-21 03:21:34,10,170,0
3,2022-05-13 08:04:59,7,60,0
4,2022-01-24 20:00:56,10,180,0
9,2022-07-13 12:48:44,13,30,0
6,2022-03-16 07:11:59,9,20,0
2,2022-03-01 09:22:08,4,40,0
7,2022-09-05 21:38:04,3,160,0
10,2022-07-03 16:40:57,13,170,0
8,2022-12-24 09:26:35,5,70,0
4,2022-09-13 10:11:44,9,180,0
7,2022-06-23 10:44:44,9,200,0
9,2022-05-02 21:47:55,7,20,0
3,2022-12-16 22:51:49,15,200,0
5,2022-07-02 12:31:14,11,80,0
5,2022-05-29 19:41:49,13,90,0
3,2022-08-06 11:44:31,1,140,0
10,2022-09-10 08:23:22,7,10,0
7,2022-11-28 06:43:15,13,180,0
8,2022-02-25 18:08:33,8,160,0
10,2022-03-15 12:22:59,2,50,0
6,2022-11-11 00:24:29,8,170,0
8,2022-09-05 12:41:33,1,20,0
10,2022-02-27 03:41:42,12,110,0
8,2022-12-29 19:35:14,3,160,1
8,2022-03-23 08:20:20,11,120,0
4,2022-10-17 21:52:19,11,70,0
2,2022-02-05 20:31:56,4,10,0
3,2022-08-03 11:53:32,4,140,0
7,2022-04-27 08:12:29,1,150,0
4,2022-10-19 11:21:28,4,140,0
10,2022-04-21 14:49:07,1,30,0
10,2022-10-18 09:37:30,5,40,0
6,2022-03-14 14:07:45,3,80,0
6,2022-10-28 05:40:50,7,70,0
7,2022-08-28 20:41:07,10,130,0
6,2022-07-15 05:15:06,8,40,0
9,2022-12-29 05:44:38,10,60,0
7,2022-11-05 10:51:42,15,90,0
6,2022-12-30 08:37:21,12,90,0
4,2022-02-03 16:29:36,7,60,0
5,2022-04-09 04:51:41,10,80,0
7,2022-02-08 16:20:36,4,90,0
5,2022-01-13 03:18:23,4,180,0
10,2022-01-19 16:17:04,3,90,0
4,2022-01-08 10:27:37,4,110,0
7,2022-02-04 23:26:11,15,140,0
7,2022-02-10 03:35:41,5,30,0
5,2022-10-29 20:14:03,6,80,0
4,2022-10-14 15:28:39,8,180,0
5,2022-11-23 20:27:56,5,80,0
2,2022-03-28 14:54:15,13,90,0
2,2022-03-01 02:22:33,4,120,0
10,2022-05-01 17:32:32,1,40,0
2,2022-12-10 11:16:42,2,130,0
9,2022-01-26 13:07:39,15,110,0
2,2022-03-27 03:59:19,14,50,0
10,2022-02-08 06:18:17,5,100,0
2,2022-10-08 16:54:36,8,200,0
5,2022-03-26 06:58:52,2,90,0
5,2022-05-28 02:27:27,4,60,0
2,2022-11-29 12:44:33,3,90,0
6,2022-09-29 02:25:26,12,180,0
6,2022-11-05 09:11:49,15,20,0
3,2022-07-20 12:20:56,8,20,0
6,2022-05-06 11:13:01,5,50,0
7,2022-11-13 17:32:29,13,120,0
6,2022-09-10 18:00:55,5,10,0
3,2022-02-24 12:02:54,11,140,0
9,2022-05-01 17:10:06,10,160,0
8,2022-07-21 04:16:13,4,90,0
10,2022-07-24 09:51:03,9,170,0
4,2022-04-10 16:53:09,12,60,0
5,2022-02-11 16:05:01,1,110,1
10,2022-05-24 23:46:50,12,40,0
10,2022-05-05 06:24:47,13,20,0
3,2022-01-11 21:46:18,11,120,0
7,2022-09-17 11:07:32,5,50,0
5,2022-11-05 14:55:53,3,80,0
2,2022-12-24 20:48:44,12,190,0
4,2022-08-19 04:08:17,3,100,0
4,2022-04-24 18:12:13,6,20,0
9,2022-01-08 07:11:11,2,100,0
5,2022-09-12 14:05:42,13,70,0
9,2022-11-03 21:09:13,3,100,0
9,2022-05-11 04:02:19,6,70,0
9,2022-03-07 03:42:08,1,110,0
5,2022-11-19 13:44:32,10,20,0
5,2022-02-10 09:36:07,9,60,0
5,2022-07-21 22:43:23,10,90,0
4,2022-09-01 17:25:29,11,10,0
2,2022-12-22 09:17:27,15,10,0
2,2022-07-26 14:58:25,15,160,0
7,2022-11-19 06:20:03,10,190,0
4,2022-05-05 04:22:51,11,40,0
6,2022-06-06 10:20:16,3,90,0
9,2022-07-29 11:25:29,4,180,0
6,2022-06-01 23:33:39,5,50,0
7,2022-04-18 14:07:10,14,110,0
8,2022-09-03 03:21:05,1,60,0
3,2022-09-30 03:05:41,2,190,0
3,2022-11-09 16:52:52,15,150,0
3,2022-06-11 03:08:59,10,40,0
2,2022-10-31 05:12:58,12,130,0
3,2022-08-11 22:27:13,13,90,0
5,2022-10-25 14:37:32,14,160,0
4,2022-08-23 08:35:45,2,50,0
5,2022-05-18 13:13:57,15,140,0
3,2022-11-05 11:01:08,2,180,0
8,2022-02-13 05:52:30,11,20,0
9,2022-10-13 22:02:23,1,160,1
4,2022-08-14 05:20:05,6,190,1
4,2022-07-06 00:19:47,6,140,0
6,2022-12-31 10:12:41,10,170,0
2,2022-09-06 17:21:28,2,150,0
6,2022-08-03 17:42:44,12,120,0
4,2022-05-28 11:45:10,8,90,0
9,2022-04-11 19:56:07,10,170,0
2,2022-10-12 03:18:49,2,100,0
3,2022-08-31 22:44:08,7,10,0
6,2022-08-12 14:28:54,10,120,0
4,2022-01-08 23:13:48,2,180,0
8,2022-02-03 16:18:58,9,140,0
2,2022-03-31 09:39:49,2,50,0
3,2022-03-29 22:16:17,11,60,0
8,2022-12-04 10:48:56,13,120,0
9,2022-03-26 20:23:52,10,50,0
8,2022-08-11 17:26:02,6,30,0
7,2022-08-05 10:13:15,1,80,0
7,2022-04-19 03:46:16,15,180,0
7,2022-04-12 07:55:46,10,70,0
6,2022-02-21 12:46:38,11,70,1
8,2022-02-05 14:16:39,8,50,0
3,2022-12-19 23:22:49,7,160,0
2,2022-05-27 15:47:32,15,20,0
7,2022-11-20 15:10:30,2,80,0
9,2022-03-14 10:46:15,14,180,0
3,2022-11-30 22:50:04,8,90,0
4,2022-02-01 18:45:46,10,200,0
4,2022-08-11 20:45:38,14,180,0
2,2022-03-08 19:48:35,15,30,0
10,2022-09-26 11:53:55,11,130,0
4,2022-09-27 17:31:05,3,130,0
6,2022-10-28 16:18:40,14,140,0
9,2022-08-05 19:57:03,15,90,0
10,2022-03-07 21:49:15,9,60,0
8,2022-08-25 18:04:49,8,200,0
3,2022-07-31 11:27:59,12,190,0
5,2022-07-23 18:32:06,9,160,0
6,2022-05-24 07:06:22,6,160,0
2,2022-04-11 08:29:37,10,20,0
6,2022-08-03 15:36:57,14,120,0
5,2022-01-28 15:40:49,13,120,0
4,2022-07-09 06:53:38,6,200,0
7,2022-11-26 00:46:14,9,200,0
5,2022-07-16 10:56:48,6,190,0
6,2022-03-14 22:41:00,15,120,0
4,2022-03-13 11:13:42,5,70,0
9,2022-08-03 11:54:59,14,150,0
10,2022-09-15 22:31:46,11,40,0
9,2022-01-06 07:50:14,9,100,0
9,2022-02-19 22:39:18,6,60,0
10,2022-01-18 12:34:35,6,10,0
9,2022-04-18 04:58:30,11,90,0
9,2022-11-27 04:36:19,14,130,0
8,2022-03-02 20:32:09,11,10,0
9,2022-11-12 01:42:18,3,190,0
3,2022-12-28 18:28:33,5,60,0
5,2022-04-20 21:39:58,3,140,0
4,2022-03-27 10:56:05,11,170,0
5,2022-07-02 08:31:28,11,30,0
9,2022-04-02 05:44:20,15,20,0
9,2022-09-21 04:14:18,10,40,0
9,2022-06-08 12:40:46,14,180,0
6,2022-09-13 12:23:40,3,50,0
10,2022-11-07 07:26:18,9,70,0
10,2022-08-12 22:14:02,1,90,0
3,2022-10-27 11:54:57,7,170,0
3,2022-12-05 06:45:55,14,100,0
10,2022-01-17 06:36:02,8,30,0
7,2022-07-18 07:07:09,3,200,0
7,2022-12-02 16:36:08,5,10,1
4,2022-11-22 14:01:54,9,170,0
4,2022-07-24 16:36:52,9,40,0
5,2022-10-04 01:07:47,12,50,0
4,2022-11-08 22:33:57,13,60,0
4,2022-05-16 21:50:09,6,110,0
9,2022-01-12 20:31:31,7,80,0
9,2022-08-31 04:51:19,4,140,0
3,2022-01-16 11:51:24,4,150,0
6,2022-10-25 07:55:07,4,70,0
10,2022-07-22 22:25:04,9,70,0
8,2022-07-17 04:54:58,4,60,0
3,2022-08-29 03:05:18,11,110,0
9,2022-06-01 05:55:08,15,70,0
5,2022-05-03 20:30:24,13,60,0
6,2022-12-22 13:10:59,15,170,0
8,2022-08-28 21:11:28,15,100,0
5,2022-01-01 18:10:41,6,190,0
8,2022-12-23 20:40:13,14,160,0
7,2022-04-13 02:04:47,9,180,0
6,2022-05-27 05:12:25,15,180,0
3,2022-10-12 15:54:37,11,90,0
2,2022-12-21 00:31:25,6,40,0
8,2022-02-24 15:50:50,10,50,0
6,2022-07-29 03:23:53,14,150,0
10,2022-10-12 15:09:04,4,60,0
2,2022-04-16 08:12:50,8,90,0
8,2022-03-28 04:41:59,15,170,0
5,2022-03-14 13:12:34,9,200,0
9,2022-06-18 17:48:09,1,90,0
2,2022-07-30 10:04:31,14,20,0
8,2022-07-05 13:13:27,15,20,0
2,2022-09-14 11:13:42,11,50,0
6,2022-01-29 14:41:21,6,160,0
6,2022-08-02 14:03:27,9,120,0
9,2022-04-23 14:59:55,9,160,0
5,2022-06-25 18:28:49,13,150,0
2,2022-02-16 09:23:52,9,170,1
7,2022-12-09 17:33:38,8,190,0
8,2022-10-17 19:47:12,1,160,0
10,2022-08-06 01:01:40,2,90,0
2,2022-12-23 21:25:47,11,160,0
5,2022-10-02 08:08:59,13,90,1
10,2022-04-10 05:42:59,15,10,0
3,2022-10-01 15:32:57,12,190,0
8,2022-05-07 17:12:17,8,70,0
7,2022-01-21 22:50:15,15,130,0
3,2022-10-06 09:52:12,7,60,0
5,2022-05-21 22:55:31,13,190,0
8,2022-01-30 18:49:12,8,90,0
7,2022-10-16 02:14:41,1,130,0
5,2022-02-18 09:21:27,5,100,0
5,2022-10-14 23:04:02,4,160,1
3,2022-04-30 08:09:08,15,120,0
5,2022-03-31 00:11:22,13,190,0
3,2022-12-22 12:45:38,2,120,0
4,2022-03-28 17:51:23,6,70,0
8,2022-06-10 13:57:07,15,50,0
6,2022-07-29 20:45:06,10,160,0
5,2022-08-08 04:11:44,8,170,0
8,2022-12-31 03:35:32,1,180,0
6,2022-05-07 19:21:33,9,180,0
6,2022-08-02 09:06:06,1,40,0
9,2022-04-03 09:48:04,15,110,0
3,2022-04-20 14:54:51,5,90,0
6,2022-07-07 10:44:16,7,140,0
8,2022-06-28 02:27:18,8,70,0
9,2022-12-19 23:07:49,4,150,0
10,2022-05-23 17:08:57,7,10,0
5,2022-05-10 15:39:37,9,20,0
10,2022-06-26 08:20:01,7,90,0
9,2022-05-19 04:31:00,12,120,0
6,2022-12-14 01:30:55,14,160,0
6,2022-05-28 01:17:18,10,20,0
8,2022-04-11 18:01:03,6,60,0
4,2022-07-07 11:10:26,11,20,0
4,2022-08-16 23:47:29,3,90,1
7,2022-01-16 09:00:12,9,80,0
9,2022-08-07 09:32:00,12,110,0
10,2022-01-05 10:05:34,3,130,1
5,2022-08-24 12:10:06,4,90,0
8,2022-05-28 11:55:31,6,20,0
4,2022-12-20 13:50:21,5,10,0
7,2022-05-05 20:54:10,9,170,0
3,2022-12-14 22:55:05,3,20,0
7,2022-03-26 10:38:53,13,120,0
9,2022-03-18 22:44:22,7,70,0
5,2022-04-06 22:44:45,3,160,0
7,2022-02-23 10:10:02,8,140,0
4,2022-04-17 07:18:10,9,150,0
10,2022-12-21 10:40:35,2,130,0
8,2022-06-23 08:43:27,8,110,0
4,2022-04-26 17:30:06,11,130,0
5,2022-06-07 18:05:29,9,160,0
3,2022-10-18 02:55:03,4,60,0
8,2022-12-03 08:14:43,9,10,0
3,2022-11-10 02:56:31,15,50,0
2,2022-10-07 21:13:18,15,110,0
