CUSTOMER_ORDER_ID,CUSTOMER_ID,ORDER_DATE_TM,PRODUCT_ID,QUANTITY
84,9,4/8/22 3:13 PM,9,190
85,8,10/13/22 11:24 AM,12,30
86,5,8/20/22 3:13 PM,5,40
87,10,3/7/22 1:00 AM,11,130
88,10,3/10/22 2:23 AM,4,130
89,3,12/26/22 8:41 AM,1,50
90,7,3/20/22 11:40 AM,9,180
91,10,9/20/22 1:07 AM,14,150
92,3,3/5/22 7:15 PM,6,50
93,2,5/9/22 9:28 PM,8,110
94,5,5/16/22 7:28 AM,3,30
95,7,8/8/22 1:19 PM,7,80
96,6,10/27/22 2:20 PM,14,160
97,5,2/24/22 9:59 AM,1,150
98,3,4/19/22 8:16 AM,7,160
99,6,4/14/22 3:44 AM,3,20
100,8,12/22/22 6:55 AM,13,30
101,2,7/15/22 7:40 PM,8,180
102,8,6/26/22 4:35 PM,6,110
103,9,6/25/22 3:47 PM,1,30
104,4,11/9/22 11:01 AM,5,10
105,8,7/25/22 11:51 AM,15,130
106,6,6/27/22 1:53 AM,13,120
107,2,1/18/22 10:02 PM,14,20
108,7,10/30/22 2:53 PM,11,190
109,6,4/1/22 4:36 AM,1,140
110,2,2/2/22 8:11 AM,6,10
111,4,2/24/22 11:55 PM,6,90
112,6,8/28/22 5:03 PM,3,70
113,7,12/24/22 8:48 AM,12,120
114,6,1/29/22 8:50 AM,3,60
115,3,8/16/22 5:30 AM,7,40
116,10,10/22/22 8:09 PM,7,100
117,3,9/25/22 9:58 PM,4,50
118,9,12/5/22 12:58 AM,15,50
119,8,12/30/22 7:05 PM,2,40
120,3,4/13/22 10:47 PM,6,50
121,7,5/24/22 4:34 AM,15,180
122,8,1/8/22 2:54 PM,9,90
123,5,4/4/22 8:00 AM,10,90
124,9,7/20/22 11:31 PM,14,80
125,4,5/13/22 11:32 AM,10,150
126,8,12/1/22 10:18 PM,15,200
127,5,6/13/22 2:29 PM,3,160
128,5,8/19/22 12:39 AM,8,90
129,9,7/27/22 1:23 AM,7,10
130,4,9/13/22 1:52 AM,7,10
131,4,4/6/22 9:15 AM,5,30
132,2,8/24/22 11:59 AM,14,130
133,4,9/8/22 11:36 AM,12,110
134,8,1/10/22 12:40 AM,4,10
135,4,11/1/22 4:55 PM,4,100
136,6,9/19/22 10:39 AM,2,70
137,8,10/6/22 1:56 PM,4,110
138,4,4/11/22 3:51 AM,9,10
139,9,12/3/22 9:18 PM,9,140
140,2,8/24/22 9:28 PM,9,190
141,7,12/16/22 9:04 AM,7,20
142,8,6/5/22 3:00 AM,9,70
143,9,5/23/22 11:46 AM,12,150
144,4,6/11/22 10:51 AM,10,10
145,8,9/13/22 7:19 AM,3,120
146,7,4/29/22 4:08 AM,8,140
147,5,9/28/22 11:15 AM,12,40
148,5,10/12/22 8:43 PM,13,100
149,9,6/20/22 6:50 AM,7,190
150,4,10/30/22 9:02 PM,2,180
151,10,7/28/22 3:55 PM,1,50
152,2,10/27/22 9:06 PM,3,50
153,4,10/29/22 3:54 AM,7,80
154,8,11/11/22 10:52 PM,11,10
155,3,2/22/22 4:10 AM,3,20
156,10,7/15/22 4:48 AM,6,130
157,4,11/30/22 6:19 PM,5,40
158,8,5/28/22 6:42 AM,6,70
159,7,5/15/22 7:18 AM,3,90
160,4,12/3/22 5:28 AM,9,160
161,7,3/20/22 7:17 PM,10,40
162,2,1/15/22 10:35 PM,13,70
163,3,11/22/22 2:01 PM,10,20
164,9,6/19/22 4:52 PM,1,20
165,5,7/10/22 12:03 PM,4,150
166,10,9/18/22 8:02 PM,14,10
167,9,7/22/22 8:49 AM,9,150
168,7,6/7/22 8:04 AM,10,100
169,7,7/4/22 10:39 PM,8,70
170,4,1/12/22 4:38 PM,1,40
171,3,9/16/22 7:59 AM,4,40
172,6,10/21/22 5:34 AM,4,100
173,7,1/5/22 2:22 PM,9,60
174,8,5/15/22 10:59 AM,12,50
175,5,7/25/22 9:25 AM,2,100
176,4,7/13/22 11:15 PM,13,200
177,3,9/14/22 6:09 PM,11,190
178,8,3/28/22 10:40 AM,14,20
179,9,4/28/22 6:59 PM,12,50
180,9,7/31/22 2:18 PM,15,20
181,4,4/14/22 4:33 AM,2,150
182,6,7/18/22 2:28 AM,2,120
183,9,6/28/22 10:25 PM,11,70
184,10,2/9/22 8:36 AM,14,200
185,7,1/29/22 2:11 PM,2,90
186,7,11/1/22 8:35 AM,12,20
187,5,4/13/22 10:14 PM,6,70
188,7,3/22/22 2:02 PM,9,80
189,5,8/9/22 5:47 PM,5,80
190,9,10/11/22 11:14 AM,2,120
191,10,1/9/22 5:52 PM,15,140
192,10,9/2/22 9:11 AM,4,60
193,4,6/1/22 2:30 AM,15,120
194,7,3/5/22 2:59 AM,12,110
195,9,12/26/22 9:27 AM,8,60
196,2,9/24/22 7:54 AM,14,200
197,10,10/24/22 10:10 PM,10,80
198,10,9/29/22 10:09 PM,7,130
199,7,10/10/22 10:11 AM,12,10
200,5,5/1/22 2:06 PM,2,100
201,7,10/19/22 4:10 AM,8,140
202,8,6/16/22 2:06 AM,1,160
203,8,3/7/22 2:31 AM,8,70
204,3,1/18/22 5:53 AM,8,170
205,2,7/18/22 8:46 AM,11,100
206,3,4/12/22 5:47 PM,7,130
207,8,3/7/22 9:36 PM,10,70
208,9,2/15/22 4:33 PM,10,110
209,9,8/6/22 8:50 AM,12,130
210,6,4/3/22 5:46 PM,11,140
211,7,12/12/22 6:34 PM,3,60
212,4,12/8/22 6:42 PM,3,110
213,7,8/8/22 3:15 PM,12,40
214,9,3/9/22 6:04 PM,5,120
215,7,3/14/22 2:37 PM,2,80
216,8,5/16/22 12:54 PM,3,190
217,2,6/29/22 6:01 PM,15,100
218,7,6/18/22 9:33 PM,3,140
219,10,11/20/22 1:13 AM,2,40
220,10,9/30/22 7:49 AM,15,70
221,7,6/18/22 3:11 AM,9,10
222,9,4/24/22 6:10 PM,1,40
223,6,5/13/22 4:14 PM,3,40
224,3,3/9/22 3:50 AM,15,40
225,6,1/1/22 3:13 AM,1,40
226,10,12/24/22 1:39 AM,6,100
227,8,3/12/22 10:01 AM,5,180
228,10,7/21/22 2:41 PM,14,50
229,8,12/1/22 2:53 PM,5,190
230,2,12/30/22 11:44 PM,11,160
231,6,7/24/22 8:50 AM,9,140
232,7,3/31/22 5:38 AM,8,40
233,6,12/22/22 5:43 PM,4,150
234,3,12/18/22 3:02 PM,11,90
235,7,5/14/22 2:00 AM,12,50
236,9,5/27/22 1:28 AM,15,130
237,6,1/13/22 4:35 AM,4,20
238,10,10/24/22 1:23 AM,2,170
239,5,9/10/22 9:51 AM,8,110
240,2,8/18/22 2:17 PM,6,60
241,6,10/21/22 1:47 PM,1,170
242,4,4/1/22 3:23 AM,2,110
243,2,6/26/22 11:36 AM,12,180
244,10,10/23/22 2:04 PM,2,160
245,6,1/19/22 4:28 AM,12,160
246,9,3/13/22 1:03 PM,15,180
247,2,1/5/22 4:09 PM,10,100
248,6,2/15/22 9:25 AM,15,50
249,4,7/7/22 4:41 PM,1,40
250,10,8/22/22 9:08 AM,5,150
251,8,2/24/22 11:51 PM,10,90
252,3,11/9/22 5:59 AM,5,200
253,8,9/18/22 8:43 AM,5,50
254,10,5/23/22 9:50 AM,13,160
255,4,2/14/22 6:49 PM,7,120
256,4,11/10/22 4:44 PM,9,200
257,4,4/27/22 12:25 PM,12,90
258,4,4/7/22 4:47 AM,1,10
259,6,6/2/22 4:32 PM,5,50
260,2,4/7/22 5:24 AM,13,80
261,2,9/13/22 12:00 AM,12,50
262,4,12/7/22 1:40 AM,6,200
263,4,9/6/22 10:52 AM,9,100
264,9,7/9/22 5:05 PM,8,170
265,10,7/24/22 9:04 AM,4,80
266,8,1/20/22 12:51 PM,12,110
267,7,1/26/22 7:59 AM,9,140
268,10,8/31/22 6:14 AM,10,130
269,4,9/21/22 4:33 AM,6,80
270,9,10/18/22 1:42 PM,10,30
271,8,11/29/22 12:17 PM,9,40
272,2,10/15/22 10:19 AM,2,190
273,10,5/21/22 11:44 PM,13,150
274,3,4/1/22 4:18 PM,6,90
275,7,6/22/22 3:20 AM,13,70
276,9,11/16/22 6:02 PM,5,120
277,7,1/23/22 9:20 PM,10,90
278,4,2/10/22 2:05 AM,5,120
279,2,2/23/22 4:01 AM,11,10
280,4,11/19/22 1:08 PM,13,80
281,9,3/25/22 3:24 AM,15,190
282,3,12/30/22 3:45 PM,10,30
283,10,9/27/22 8:58 AM,2,140
284,9,1/27/22 9:39 PM,5,200
285,7,9/5/22 1:11 PM,7,200
286,8,3/12/22 9:42 AM,4,80
287,9,6/25/22 2:14 AM,10,120
288,8,9/24/22 7:50 PM,1,160
289,3,4/6/22 11:09 PM,11,80
290,9,1/2/22 7:12 AM,12,180
291,7,4/15/22 7:52 AM,15,200
292,2,11/21/22 7:40 AM,4,130
293,10,11/1/22 1:17 PM,8,200
294,2,12/24/22 11:05 AM,4,200
295,7,5/11/22 10:11 PM,9,130
296,3,1/19/22 8:44 PM,6,150
297,6,11/22/22 1:18 PM,7,90
298,8,11/21/22 4:42 PM,13,170
299,4,12/29/22 9:28 AM,10,80
300,5,5/20/22 10:44 PM,14,170
301,3,12/9/22 11:57 PM,11,100
302,7,5/7/22 1:22 AM,15,40
303,3,2/25/22 7:57 PM,14,60
304,4,4/3/22 9:03 PM,1,50
305,6,4/28/22 2:12 PM,5,120
306,7,4/19/22 6:45 PM,2,110
307,2,8/28/22 9:31 AM,7,20
308,5,9/18/22 7:56 PM,8,50
309,6,9/20/22 4:09 AM,7,200
310,4,3/15/22 10:01 AM,7,150
311,8,3/11/22 10:26 PM,13,70
312,9,8/30/22 12:29 PM,14,60
313,8,12/16/22 9:59 AM,13,150
314,4,12/15/22 7:28 PM,11,80
315,6,12/5/22 10:02 PM,7,180
316,4,8/4/22 2:31 AM,6,90
317,8,1/8/22 7:39 AM,10,110
318,2,2/3/22 9:09 PM,7,130
319,8,6/28/22 10:02 PM,15,140
320,9,6/23/22 7:38 AM,7,20
321,6,9/5/22 3:23 AM,4,10
322,10,2/6/22 5:22 AM,12,30
323,5,3/20/22 3:35 PM,4,40
324,3,8/19/22 9:19 PM,2,10
325,2,9/20/22 9:05 AM,8,10
326,2,6/3/22 6:21 PM,2,160
327,9,5/29/22 11:05 AM,10,10
328,4,1/13/22 12:59 AM,10,170
329,2,7/23/22 5:48 PM,8,100
330,4,6/30/22 1:12 AM,12,200
331,2,2/6/22 8:57 AM,9,200
332,8,8/5/22 7:36 AM,12,140
333,4,8/31/22 10:42 PM,3,90
334,10,2/7/22 9:39 AM,3,30
335,7,8/9/22 11:36 AM,15,70
336,4,9/25/22 4:01 AM,14,80
337,10,1/27/22 1:45 PM,10,60
338,10,1/18/22 5:45 AM,8,120
339,10,1/27/22 11:43 PM,13,50
340,4,6/10/22 6:32 AM,14,50
341,3,10/22/22 7:12 PM,15,80
342,7,10/17/22 11:08 PM,3,20
343,10,6/5/22 4:30 AM,7,70
344,10,8/5/22 11:36 AM,11,110
345,2,10/28/22 2:16 PM,5,10
346,10,1/13/22 2:24 PM,10,170
347,10,8/6/22 7:51 AM,13,140
348,9,4/6/22 5:13 PM,13,170
349,3,7/5/22 10:39 AM,2,170
350,2,1/11/22 6:50 AM,4,140
351,6,6/6/22 8:49 PM,12,10
352,9,4/14/22 6:54 PM,1,130
353,4,2/28/22 7:09 PM,12,20
354,3,4/26/22 8:33 PM,3,100
355,7,9/28/22 12:49 AM,14,90
356,5,12/6/22 4:04 AM,4,90
357,10,7/22/22 5:46 PM,9,60
358,9,1/2/22 1:59 AM,6,170
359,3,6/14/22 10:11 AM,4,80
360,6,10/23/22 6:47 PM,11,170
361,2,3/26/22 5:01 AM,11,120
362,9,8/6/22 6:11 AM,1,10
363,7,1/16/22 4:42 PM,15,60
364,10,10/6/22 9:08 AM,9,180
365,10,3/27/22 4:19 PM,3,50
366,8,6/26/22 6:15 AM,11,180
367,10,4/6/22 8:38 AM,3,80
368,10,3/7/22 2:20 PM,13,200
369,7,2/7/22 12:54 PM,6,100
370,5,3/23/22 12:34 AM,6,140
371,6,10/2/22 9:02 PM,9,20
372,8,8/1/22 5:44 AM,2,90
373,10,10/4/22 10:12 PM,13,180
374,7,11/29/22 2:06 AM,14,140
375,5,1/19/22 5:51 AM,11,120
376,6,5/2/22 7:11 AM,11,180
377,4,4/28/22 5:42 PM,4,40
378,9,12/27/22 9:10 PM,14,130
379,4,8/17/22 12:25 PM,3,40
380,4,6/3/22 5:41 AM,10,200
381,8,8/28/22 6:37 PM,5,40
382,6,10/20/22 6:11 AM,13,60
383,10,12/1/22 9:59 AM,11,110
384,4,6/21/22 3:21 AM,10,170
385,3,5/13/22 8:04 AM,7,60
386,4,1/24/22 8:00 PM,10,180
387,9,7/13/22 12:48 PM,13,30
388,6,3/16/22 7:11 AM,9,20
389,2,3/1/22 9:22 AM,4,40
390,7,9/5/22 9:38 PM,3,160
391,10,7/3/22 4:40 PM,13,170
392,8,12/24/22 9:26 AM,5,70
393,4,9/13/22 10:11 AM,9,180
394,7,6/23/22 10:44 AM,9,200
395,9,5/2/22 9:47 PM,7,20
396,3,12/16/22 10:51 PM,15,200
397,5,7/2/22 12:31 PM,11,80
398,5,5/29/22 7:41 PM,13,90
399,3,8/6/22 11:44 AM,1,140
400,10,9/10/22 8:23 AM,7,10
401,7,11/28/22 6:43 AM,13,180
402,8,2/25/22 6:08 PM,8,160
403,10,3/15/22 12:22 PM,2,50
404,6,11/11/22 12:24 AM,8,170
405,8,9/5/22 12:41 PM,1,20
406,10,2/27/22 3:41 AM,12,110
407,8,12/29/22 7:35 PM,3,160
408,8,3/23/22 8:20 AM,11,120
409,4,10/17/22 9:52 PM,11,70
410,2,2/5/22 8:31 PM,4,10
411,3,8/3/22 11:53 AM,4,140
412,7,4/27/22 8:12 AM,1,150
413,4,10/19/22 11:21 AM,4,140
414,10,4/21/22 2:49 PM,1,30
415,10,10/18/22 9:37 AM,5,40
416,6,3/14/22 2:07 PM,3,80
417,6,10/28/22 5:40 AM,7,70
418,7,8/28/22 8:41 PM,10,130
419,6,7/15/22 5:15 AM,8,40
420,9,12/29/22 5:44 AM,10,60
421,7,11/5/22 10:51 AM,15,90
422,6,12/30/22 8:37 AM,12,90
423,4,2/3/22 4:29 PM,7,60
424,5,4/9/22 4:51 AM,10,80
425,7,2/8/22 4:20 PM,4,90
426,5,1/13/22 3:18 AM,4,180
427,10,1/19/22 4:17 PM,3,90
428,4,1/8/22 10:27 AM,4,110
429,7,2/4/22 11:26 PM,15,140
430,7,2/10/22 3:35 AM,5,30
431,5,10/29/22 8:14 PM,6,80
432,4,10/14/22 3:28 PM,8,180
433,5,11/23/22 8:27 PM,5,80
434,2,3/28/22 2:54 PM,13,90
435,2,3/1/22 2:22 AM,4,120
436,10,5/1/22 5:32 PM,1,40
437,2,12/10/22 11:16 AM,2,130
438,9,1/26/22 1:07 PM,15,110
439,2,3/27/22 3:59 AM,14,50
440,10,2/8/22 6:18 AM,5,100
441,2,10/8/22 4:54 PM,8,200
442,5,3/26/22 6:58 AM,2,90
443,5,5/28/22 2:27 AM,4,60
444,2,11/29/22 12:44 PM,3,90
445,6,9/29/22 2:25 AM,12,180
446,6,11/5/22 9:11 AM,15,20
447,3,7/20/22 12:20 PM,8,20
448,6,5/6/22 11:13 AM,5,50
449,7,11/13/22 5:32 PM,13,120
450,6,9/10/22 6:00 PM,5,10
451,3,2/24/22 12:02 PM,11,140
452,9,5/1/22 5:10 PM,10,160
453,8,7/21/22 4:16 AM,4,90
454,10,7/24/22 9:51 AM,9,170
455,4,4/10/22 4:53 PM,12,60
456,5,2/11/22 4:05 PM,1,110
457,10,5/24/22 11:46 PM,12,40
458,10,5/5/22 6:24 AM,13,20
459,3,1/11/22 9:46 PM,11,120
460,7,9/17/22 11:07 AM,5,50
461,5,11/5/22 2:55 PM,3,80
462,2,12/24/22 8:48 PM,12,190
463,4,8/19/22 4:08 AM,3,100
464,4,4/24/22 6:12 PM,6,20
465,9,1/8/22 7:11 AM,2,100
466,5,9/12/22 2:05 PM,13,70
467,9,11/3/22 9:09 PM,3,100
468,9,5/11/22 4:02 AM,6,70
469,9,3/7/22 3:42 AM,1,110
470,5,11/19/22 1:44 PM,10,20
471,5,2/10/22 9:36 AM,9,60
472,5,7/21/22 10:43 PM,10,90
473,4,9/1/22 5:25 PM,11,10
474,2,12/22/22 9:17 AM,15,10
475,2,7/26/22 2:58 PM,15,160
476,7,11/19/22 6:20 AM,10,190
477,4,5/5/22 4:22 AM,11,40
478,6,6/6/22 10:20 AM,3,90
479,9,7/29/22 11:25 AM,4,180
480,6,6/1/22 11:33 PM,5,50
481,7,4/18/22 2:07 PM,14,110
482,8,9/3/22 3:21 AM,1,60
483,3,9/30/22 3:05 AM,2,190
484,3,11/9/22 4:52 PM,15,150
485,3,6/11/22 3:08 AM,10,40
486,2,10/31/22 5:12 AM,12,130
487,3,8/11/22 10:27 PM,13,90
488,5,10/25/22 2:37 PM,14,160
489,4,8/23/22 8:35 AM,2,50
490,5,5/18/22 1:13 PM,15,140
491,3,11/5/22 11:01 AM,2,180
492,8,2/13/22 5:52 AM,11,20
493,9,10/13/22 10:02 PM,1,160
494,4,8/14/22 5:20 AM,6,190
495,4,7/6/22 12:19 AM,6,140
496,6,12/31/22 10:12 AM,10,170
497,2,9/6/22 5:21 PM,2,150
498,6,8/3/22 5:42 PM,12,120
499,4,5/28/22 11:45 AM,8,90
500,9,4/11/22 7:56 PM,10,170
501,2,10/12/22 3:18 AM,2,100
502,3,8/31/22 10:44 PM,7,10
503,6,8/12/22 2:28 PM,10,120
504,4,1/8/22 11:13 PM,2,180
505,8,2/3/22 4:18 PM,9,140
506,2,3/31/22 9:39 AM,2,50
507,3,3/29/22 10:16 PM,11,60
508,8,12/4/22 10:48 AM,13,120
509,9,3/26/22 8:23 PM,10,50
510,8,8/11/22 5:26 PM,6,30
511,7,8/5/22 10:13 AM,1,80
512,7,4/19/22 3:46 AM,15,180
513,7,4/12/22 7:55 AM,10,70
514,6,2/21/22 12:46 PM,11,70
515,8,2/5/22 2:16 PM,8,50
516,3,12/19/22 11:22 PM,7,160
517,2,5/27/22 3:47 PM,15,20
518,7,11/20/22 3:10 PM,2,80
519,9,3/14/22 10:46 AM,14,180
520,3,11/30/22 10:50 PM,8,90
521,4,2/1/22 6:45 PM,10,200
522,4,8/11/22 8:45 PM,14,180
523,2,3/8/22 7:48 PM,15,30
524,10,9/26/22 11:53 AM,11,130
525,4,9/27/22 5:31 PM,3,130
526,6,10/28/22 4:18 PM,14,140
527,9,8/5/22 7:57 PM,15,90
528,10,3/7/22 9:49 PM,9,60
529,8,8/25/22 6:04 PM,8,200
530,3,7/31/22 11:27 AM,12,190
531,5,7/23/22 6:32 PM,9,160
532,6,5/24/22 7:06 AM,6,160
533,2,4/11/22 8:29 AM,10,20
534,6,8/3/22 3:36 PM,14,120
535,5,1/28/22 3:40 PM,13,120
536,4,7/9/22 6:53 AM,6,200
537,7,11/26/22 12:46 AM,9,200
538,5,7/16/22 10:56 AM,6,190
539,6,3/14/22 10:41 PM,15,120
540,4,3/13/22 11:13 AM,5,70
541,9,8/3/22 11:54 AM,14,150
542,10,9/15/22 10:31 PM,11,40
543,9,1/6/22 7:50 AM,9,100
544,9,2/19/22 10:39 PM,6,60
545,10,1/18/22 12:34 PM,6,10
546,9,4/18/22 4:58 AM,11,90
547,9,11/27/22 4:36 AM,14,130
548,8,3/2/22 8:32 PM,11,10
549,9,11/12/22 1:42 AM,3,190
550,3,12/28/22 6:28 PM,5,60
551,5,4/20/22 9:39 PM,3,140
552,4,3/27/22 10:56 AM,11,170
553,5,7/2/22 8:31 AM,11,30
554,9,4/2/22 5:44 AM,15,20
555,9,9/21/22 4:14 AM,10,40
556,9,6/8/22 12:40 PM,14,180
557,6,9/13/22 12:23 PM,3,50
558,10,11/7/22 7:26 AM,9,70
559,10,8/12/22 10:14 PM,1,90
560,3,10/27/22 11:54 AM,7,170
561,3,12/5/22 6:45 AM,14,100
562,10,1/17/22 6:36 AM,8,30
563,7,7/18/22 7:07 AM,3,200
564,7,12/2/22 4:36 PM,5,10
565,4,11/22/22 2:01 PM,9,170
566,4,7/24/22 4:36 PM,9,40
567,5,10/4/22 1:07 AM,12,50
568,4,11/8/22 10:33 PM,13,60
569,4,5/16/22 9:50 PM,6,110
570,9,1/12/22 8:31 PM,7,80
571,9,8/31/22 4:51 AM,4,140
572,3,1/16/22 11:51 AM,4,150
573,6,10/25/22 7:55 AM,4,70
574,10,7/22/22 10:25 PM,9,70
575,8,7/17/22 4:54 AM,4,60
576,3,8/29/22 3:05 AM,11,110
577,9,6/1/22 5:55 AM,15,70
578,5,5/3/22 8:30 PM,13,60
579,6,12/22/22 1:10 PM,15,170
580,8,8/28/22 9:11 PM,15,100
581,5,1/1/22 6:10 PM,6,190
582,8,12/23/22 8:40 PM,14,160
583,7,4/13/22 2:04 AM,9,180
584,6,5/27/22 5:12 AM,15,180
585,3,10/12/22 3:54 PM,11,90
586,2,12/21/22 12:31 AM,6,40
587,8,2/24/22 3:50 PM,10,50
588,6,7/29/22 3:23 AM,14,150
589,10,10/12/22 3:09 PM,4,60
590,2,4/16/22 8:12 AM,8,90
591,8,3/28/22 4:41 AM,15,170
592,5,3/14/22 1:12 PM,9,200
593,9,6/18/22 5:48 PM,1,90
594,2,7/30/22 10:04 AM,14,20
595,8,7/5/22 1:13 PM,15,20
596,2,9/14/22 11:13 AM,11,50
597,6,1/29/22 2:41 PM,6,160
598,6,8/2/22 2:03 PM,9,120
599,9,4/23/22 2:59 PM,9,160
600,5,6/25/22 6:28 PM,13,150
601,2,2/16/22 9:23 AM,9,170
602,7,12/9/22 5:33 PM,8,190
603,8,10/17/22 7:47 PM,1,160
604,10,8/6/22 1:01 AM,2,90
605,2,12/23/22 9:25 PM,11,160
606,5,10/2/22 8:08 AM,13,90
607,10,4/10/22 5:42 AM,15,10
608,3,10/1/22 3:32 PM,12,190
609,8,5/7/22 5:12 PM,8,70
610,7,1/21/22 10:50 PM,15,130
611,3,10/6/22 9:52 AM,7,60
612,5,5/21/22 10:55 PM,13,190
613,8,1/30/22 6:49 PM,8,90
614,7,10/16/22 2:14 AM,1,130
615,5,2/18/22 9:21 AM,5,100
616,5,10/14/22 11:04 PM,4,160
617,3,4/30/22 8:09 AM,15,120
618,5,3/31/22 12:11 AM,13,190
619,3,12/22/22 12:45 PM,2,120
620,4,3/28/22 5:51 PM,6,70
621,8,6/10/22 1:57 PM,15,50
622,6,7/29/22 8:45 PM,10,160
623,5,8/8/22 4:11 AM,8,170
624,8,12/31/22 3:35 AM,1,180
625,6,5/7/22 7:21 PM,9,180
626,6,8/2/22 9:06 AM,1,40
627,9,4/3/22 9:48 AM,15,110
628,3,4/20/22 2:54 PM,5,90
629,6,7/7/22 10:44 AM,7,140
630,8,6/28/22 2:27 AM,8,70
631,9,12/19/22 11:07 PM,4,150
632,10,5/23/22 5:08 PM,7,10
633,5,5/10/22 3:39 PM,9,20
634,10,6/26/22 8:20 AM,7,90
635,9,5/19/22 4:31 AM,12,120
636,6,12/14/22 1:30 AM,14,160
637,6,5/28/22 1:17 AM,10,20
638,8,4/11/22 6:01 PM,6,60
639,4,7/7/22 11:10 AM,11,20
640,4,8/16/22 11:47 PM,3,90
641,7,1/16/22 9:00 AM,9,80
642,9,8/7/22 9:32 AM,12,110
643,10,1/5/22 10:05 AM,3,130
644,5,8/24/22 12:10 PM,4,90
645,8,5/28/22 11:55 AM,6,20
646,4,12/20/22 1:50 PM,5,10
647,7,5/5/22 8:54 PM,9,170
648,3,12/14/22 10:55 PM,3,20
649,7,3/26/22 10:38 AM,13,120
650,9,3/18/22 10:44 PM,7,70
651,5,4/6/22 10:44 PM,3,160
652,7,2/23/22 10:10 AM,8,140
653,4,4/17/22 7:18 AM,9,150
654,10,12/21/22 10:40 AM,2,130
655,8,6/23/22 8:43 AM,8,110
656,4,4/26/22 5:30 PM,11,130
657,5,6/7/22 6:05 PM,9,160
658,3,10/18/22 2:55 AM,4,60
659,8,12/3/22 8:14 AM,9,10
660,3,11/10/22 2:56 AM,15,50
661,2,10/7/22 9:13 PM,15,110
